|descricao|ncm
11241|ampola tresemme rec for <num> c<num>|33059000
85657|lo creoula mascara cachos perfeitos    <vlm>|33059000
88882|majirel ht inc <num>  <vlm> ouro esc dour  <peso>|33059000
80223|kit fibraliss  <vlm>|33059000
134584|tint casting gloss <num> acaju|33059000
40210|ct origem fortificante antiqueda <num>kg|33059000
39271|creme para penear fbm farma|33059000
29022|cond elseve  <vlm>  nutri gloss|33059000
69424|extreme cond  <vlm>  reno <num>|33059000
39719|creme trat uniox  <peso> com valvula arginina soft hair un|33059000
35748|cr tra la la kids  <peso> r a frizz pent  un<num>un|33059000
138116|tintura nutrisse cor intensa  <vlm> ouro claro|33059000
138492|tonalite cr tonal louro cobre <num> <num>|33059000
24055|chocolate mini kit ct <num> <num>|33059000
82473|koleston color kit <num> novo <num>x<num>it|33059000
32113|condicionador inteligente  <vlm>|33059000
5832|<num> st cor e ton preto azula|33059000
82479|koleston color kit <num> verm intens<num>x<num>it|33059000
32343|condicionador niely gold anti stress  <vlm>|33059000
110650|rest manga larga  <peso>   <num> <num> cx   <num> <num> fr   <num>|33059000
82482|koleston color kit <num> marrom eleg<num>x<num>it|33059000
9727|alto brilho  <vlm>|33059000
28110|coloracao permanente preto no <num> <num>   profissional   sol beauty care lote c<num> validade <num> <num> <num>|33059000
97634|nutrisalon serumscalpther detox  <vlm>|33059000
32168|condicionador keratinology pos progressiva  <vlm>|33059000
96957|nono botox mascara  <peso>   <num> <num> cx   <num> <num> un   <num>|33059000
90865|masc oliva hmb system  <peso>|33059000
1941|<num> <num> inoa <num> <num>|33059000
106095|promo am tonal  <num> ampola celof   <vlm>|33059000
92037|mascara matizadora  <peso> r|33059000
130997|sou masc long dur <num>|33059000
20191|blister trat int pro liso|33059000
37851|creme de tratamento tresemme infusao de queratina <num>kg|33059000
104551|po descolorante lightner refil  <peso>  menta e aloe vera shizen un|33059000
81838|kit sh cond tll kids s emb musical microfone|33059000
28060|coloracao permanente <num> <num>|33059000
28192|colorset creme gel  <vlm>|33059000
2289|<num>  <vlm> ouro cinza|33059000
97630|nutrisalon recargaproteina crtrat  <peso>|33059000
39807|creme tratamento elseve  <vlm>  quimica rep total  <vlm> oreal un|33059000
4941|<num> st cr mass ext natura|33059000
79687|kit cor ton <num> <num> cast claro acaju|33059000
79025|kit bambu novo tot  tributos r  <num> <num> federal r  <num> <num> estadual|33059000
139559|ts mythic oil mascara  <vlm>|33059000
52472|eoc cube <num> <num>  <vlm>|33059000
110344|rep  de pontas  m   afro m  karite|33059000
99437|origem oleo capilar restauracao  <vlm>|33059000
38932|creme p pentear  <vlm>  <num>d oleo monoi soft hair un|33059000
92111|mascara oleo de argan  <peso>  oleo de argan skafe un|33059000
96956|nono botox mascara  <peso>   <num> <num> cx   <num> <num> un   <num>|33059000
135969|tint olia preto profundo <num>|33059000
105213|power alfaparf fortaleced  <vlm>  c <num> un|33059000
137262|tinta kit <num>  <vlm> ouro clarissim beauty color un|33059000
138731|tonalizante yama prof color <num>d  <peso>  n <num> castanho escuro|33059000
36189|cr trat tresemme reconst forca <num>k|33059000
132412|t biocolor homem ton cast cla|33059000
137103|tinta hd louro medio acobreado   <num> <num>|33059000
99087|one liss finalizador  <vlm>|33059000
76856|illumina color <num> <num>|33059000
110659|rest noni  <peso>   <num> <num> cx   <num> <num> fr   <num>|33059000
34830|cr lancbio pent prof arginina  <vlm> t|33059000
11217|ampola trat fructis nut vit <num>u|33059000
88895|majirel ht inc <num>  <vlm> ouro claro dour  <peso>|33059000
2123|<num> <num>   castanho claro cinza  <peso> r|33059000
138569|tonaliz ct <num> <num> cas cl int acj av  <vlm>|33059000
106070|prom kit c t <num>  <vlm> ouro cinza claro cpp mini  <peso>   sortid|33059000
135492|tint maxton cr <num> <num> acaju purpura|33059000
84454|leavein  <vlm>  save yenzah un|33059000
11105|ampola pant kit bomba  <vlm> x<num>x<num>it|33059000
90656|masc c kamura desamarelad silver  <peso> r|33059000
35742|cr tonalizante bc kit <num> <num> castanho claro   c <num>unid|33059000
99351|origem cr de pentear prot da cor  <vlm>|33059000
31274|condicionador  <vlm>  brilho intenso seotres un|33059000
49141|dove shcs rec comp<num>|33059000
38929|creme p pentear  <peso>  reconstrucao prof niely un|33059000
37748|creme de pentear  <vlm>  silicone com tutano barro minas un|33059000
78411|kerium loc cap antiqda  <vlm>|33059000
120151|selante  <peso>  nanotech liss five un|33059000
48464|doki creme p  pentear acqua kids  <vlm>|33059000
481|coloracao capilar  <vlm>     <peso>  lightest golden blonde   iso i  color   m s   <num> <num> <num> <num>|33059000
78695|kit <num> ampolas keratina liquida|33059000
40357|cuidatto condicionador  <vlm>|33059000
30205|cond queratina  <peso>   <num> <num> cx   <num> <num> fr   <num>|33059000
35685|cr skala  <peso> brasileirinho un<num>un|33059000
88377|lst poker straight conditioner  <vlm>|33059000
141532|viz cd pro liso <vlm>|33059000
34885|cr n gold hid max contr de queda <num> kg|33059000
128623|snc balance conditioner  <vlm>|33059000
132484|t koles <num> avela <num>un|33059000
70374|fios naturs cond mamona  <vlm>|33059000
71920|fructis sel ol rep <num>|33059000
35289|cr pent monange  <vlm>  lisos rad e|33059000
136857|tinta cream developer <num>vol <num>   <vlm>|33059000
2447|<num>  <vlm> ouro clarissimo acinzentado innovare profissional  <peso>|33059000
2298|<num>  <vlm> ouro medio cinza colortech  <vlm>  tl|33059000
25684|co tresemme  <vlm>  hidrat profunda|33059000
134447|tint biocolor fluid <num> <num> acaju purpura|33059000
138510|tonaliz alfaparf <num> amp celof  <vlm>|33059000
71178|fluido  <vlm>  hidratacao intensiva acqua flora un|33059000
79547|kit charming argan cab sec ou danif|33059000
95604|neez model <num> em <num> for mam moussehair spraypo  <vlm>|33059000
141914|wp elements light ren cond  <vlm>|33059000
9370|agua oxig yama oxicreme vol <num>  <vlm>|33059000
135788|tint nutrisse intensa <num> <num> castanho medio|33059000
51607|els argx<num> rest massa ct  <peso>|33059000
82524|koleston espuma <num>|33059000
30265|cond seda  <vlm>  clima resist e|33059000
85653|lo creoula cr de pentear cachos perf super  <vlm>|33059000
95358|natucor chocolate <num> <num> col kit|33059000
137022|tinta fix color <num>  <vlm> ouro medio acinzentado|33059000
14125|banho de oleo c  queratina  <vlm>  tot  tributos r  <num> <num> federal r  <num> <num> estadual|33059000
141766|wella cp pro liso <num>|33059000
134672|tint cor ton kit <num> <num> verm intenso  <peso>|33059000
34648|cr fin aney argan  <vlm>  <num>x<num>|33059000
35911|cr trat fructis  <peso>  oleo r pos qui|33059000
91204|mascara  <vlm>  matizador express plantony un|33059000
36104|cr trat pantene not rest prof  <vlm>|33059000
79805|kit damage solutionc selo|33059000
84460|leavein manutencao  <vlm>|33059000
31482|condicionador  <vlm>  hidratacao intensa dove un|33059000
134479|tint biocolor kit cr <num> <num> castanho claro|33059000
73820|gloss anti frizz  <vlm>  tl lote  lt<num>|33059000
134551|tint casting gloss <num> castanho escuro|33059000
92244|mascara phytogen  <peso>  coco brazil kert un|33059000
92879|maxtoncana<num> <num>colcrki novexcrtrat <peso>|33059000
9971|am extra elas eres fortaleced inst  <vlm>|33059000
22464|cadiveu pfn selagem termica  <vlm> t cr|33059000
137625|tinta profissional <num>  <vlm> ouro escuro beauty color un|33059000
119449|sdl d illum shine lotion cond   <vlm>  c <num>|33059000
26446|col fet cast cl dou <num> <num>  <peso>  cx <num> und|33059000
11260|ampola vitamina fortalecimento vita seiva <num>x <vlm>  vita seiva <num>x <vlm>|33059000
34065|cr cab pent fructis nutricao vitam  <vlm>  un <num>|33059000
137071|tinta hd cast med nat intenso  <peso> r  <num> <num>|33059000
22624|capi hair oleo para os cabelos|33059000
35124|cr pent acqua kids  <vlm>  lisos|33059000
124139|sh cond dove oleo nutricao  <vlm>  <num>  desc|33059000
138609|tonaliz ct ver vib <num> <num> cast cl acj  <vlm>|33059000
126866|shampoo platinado silverplus  <vlm>|33059000
137288|tinta kit  <vlm>   <vlm> ouro claro alta moda un|33059000
138632|tonalizante banho de brilho  <peso>  cafe kert un|33059000
94836|ms monoi de tahiti oleo de ojon  <peso> r|33059000
2590|<num> <num> deva set it free  <vlm>|33059000
51552|elements renew mask  <vlm>|33059000
10890|ampola  <vlm>  vitamina e skafe un|33059000
9026|aerosol force effect  <vlm>|33059000
31064|cond pantene restauracao  <vlm>|33059000
92047|mascara matizadora red nutry cap  <peso>|33059000
2299|<num>  <vlm> ouro avela amend magnific|33059000
32311|condicionador neutrox classico <num>x <vlm>|33059000
22849|catwalk co oatmeal and honey x <vlm>|33059000
73521|gel sumer extra <num>|33059000
81465|kit queratina  <vlm>|33059000
85456|lisahair defrisante  <vlm>|33059000
12966|asha botox repair <num>kg|33059000
136836|tinta cor ton ind  <peso>  <num>  <vlm> ouro es tabaco niely un|33059000
128600|smooth lock masc  butter silk  <vlm>|33059000
35164|cr pent dove pos progressiva  <vlm>|33059000
75094|hid g dourada s  enx antiqueb  <vlm>|33059000
79503|kit carga silicon  shamp cond masc leite|33059000
2053|<num> <num>  castanho cafe|33059000
27956|coloracao <num>  <vlm> ouro medio do|33059000
135313|tint koleston espuma <num> castanho claro|33059000
103155|ph smith cd curl locks|33059000
31632|condicionador anti caspa  <vlm>|33059000
9762|am bb cream trat cosm choque  <peso>  new|33059000
35173|cr pent elseve  <vlm>  arginina resist x<num>|33059000
4345|<num> st folha fria face p del|33059000
30151|cond phytoerv nutr tt <num>m|33059000
40947|deep repair mascara nioxin  <vlm>|33059000
94654|moro fixador hairspray medium  <vlm>|33059000
38712|creme massagem ana lea  <peso>  mocoto <num> never un|33059000
74555|hair spray  <vlm>  forte neez un|33059000
71441|forever cachos umidificador  <peso>|33059000
136141|tint cor e tom <num> <num> preto un<num>un|33059000
136201|tint koleston  <vlm> ouro cinz esc un<num>un|33059000
29808|cond n gold contr de queda  <vlm>|33059000
137836|tintura designer color <num>  <peso>|33059000
125471|shampoo anticaspa revitalizacao capicilin <num>x <vlm>|33059000
30755|cond  cast brasil terrapeutics  <vlm>|33059000
91584|mascara condicionante manga larga   lote  <num>|33059000
139069|tratamento capilar oleo de coco skafe  <vlm>|33059000
7078|<num> st cor e ton cast cl dou|33059000
30018|cond pant clas  <vlm>|33059000
7818|<num> coloracao prof <num>  <vlm> ouro escuro cinza  <peso> r|33059000
32330|condicionador ng chocolate  <vlm>   emb  marrom|33059000
26003|col casting <num>|33059000
99607|oxidante welloxon trilux <num>   <vlm>|33059000
22682|care line intensive hair repair  <vlm>|33059000
21552|bpura f nutr cenouracrtrat inst  <peso>|33059000
29146|cond elseve quera liso <num> c  <vlm>|33059000
80369|kit guanidina <num> apiq <num> retoq amend <num>x<num> un|33059000
82602|kostume kolor <num>  <peso>|33059000
31986|condicionador fofura  <vlm>|33059000
25952|col altamoda <num>|33059000
33780|cp acqua kids lisos  <vlm>|33059000
27809|colora cp <num>  <vlm> r cl  <vlm>|33059000
28687|cond bebe natureza suave  <vlm>|33059000
27670|color touch <num> <num>|33059000
40137|ct dov termica <num>|33059000
96741|nly c t mkit <num>  <vlm> ouro ultra claro|33059000
80989|kit muriel inf baby sh cd menino|33059000
138909|top salon blond leite defriz nanoreparador <vlm>|33059000
40151|ct else sup cont <num>|33059000
142220|yenzah   sou mais cachos   cond  ativador  <vlm>|33059000
30403|cond seda sos ceramidas  <vlm>|33059000
28561|concionador vult force action cr|33059000
73230|gel mega fixacao ultra forte   bella  <peso>|33059000
74583|hair spray charming spec black sp  <vlm>|33059000
36121|cr trat repair intensy amend <num>|33059000
23812|cext mag conditioner  <vlm>|33059000
78502|kids cond cacheados  <vlm>|33059000
36482|cr cab tresemme tr p dup  <peso>|33059000
136749|tinta color supreme  <peso>  <num> <num> caramelo loreal profissional un|33059000
525|condicionador hidratante <num>  <vlm> itro   senscience silk moisture conditioner   prot do m s|33059000
120465|serum kerasilk quimicamente tr|33059000
28056|coloracao louro muito claro irizado   <num> <num>|33059000
30852|cond  sete ervas  <vlm>|33059000
32683|condicionador tresemme cachos perfeitos  <vlm>|33059000
96817|nly ng mascara  <peso> queratina|33059000
96685|nly b t mkit <num> <num> marrom canela|33059000
9073|ag oxig biocol <num>vol <num>m cr|33059000
55446|escova finalizadora argan  <vlm>|33059000
119938|seda cr trat real cut <num>x<num>kg|33059000
97786|nutryti tratamento argan oil  <vlm>    nutryti|33059000
30505|cond trat escova perfeita <num> kg|33059000
36003|cr trat novex  <peso> mix restaur e|33059000
28594|cond active blond  <vlm>  newcience|33059000
135764|tint nutrisse int <num> <num> c claro|33059000
102666|perm  afro cab cacheados revit  <num> em <num>  <vlm>|33059000
37418|creme cab trat novex azeite oliva cxa <num> x <num> <num>kg|33059000
81097|kit oferta agora ou nunca   ca|33059000
74542|hair solutions cera modeladora cab lisos|33059000
21914|brilliant gloss spray  <vlm>|33059000
110431|reparador de pontas  <vlm>  ceramidas top beauty un|33059000
99581|oxid o h<num> crema restage  <vlm>|33059000
96123|niasi concept col cr  <peso>  <num> <num>|33059000
30054|cond pantene controle queda  <vlm>|33059000
28640|cond aussie moist  <vlm>|33059000
71097|floratherapy escova capilar anti frizz  <vlm>    ellix|33059000
31135|condic  arnica fortalecedor   lote  <num> <num>|33059000
11233|ampola tratamento  <vlm>  reconst complet dove un|33059000
137358|tinta luminous profissional <num> <num> aroma do campo un|33059000
9846|am e col argan louro dourado <num> <num>  <peso>|33059000
78898|kit altamoda <num>  <vlm> ouro platino argan|33059000
95614|neez pomada cera de abelha  <peso>|33059000
141257|vit skafe cap semi di lino  <vlm>  <num>x<num>|33059000
39955|creme ultra ativado tutano e aminoacidos  <peso>|33059000
74594|hair spray fixing fortissimo  <vlm>|33059000
104549|po descolorante lightner  <peso>  samonia shizen un|33059000
31800|condicionador com oleo de morango palmindaya   <vlm>|33059000
93847|misuke finalizador anti umidade  <vlm>|33059000
77028|imedia tint <num>  <peso>|33059000
94268|modelador curls  <peso> r|33059000
39398|creme pentear fructis stop queda  <vlm>|33059000
135606|tint nutrisse <num> castanho claro dour|33059000
39511|creme redutor de frizz  <peso> tot  tributos r  <num> <num> federal r  <num> <num> estadual|33059000
80783|kit manutencao silver protect  <peso>  lote <num>|33059000
70703|fix aspa de maquiagem serinet  <vlm>|33059000
77197|inner restore int deep repair  <vlm>|33059000
28813|cond clear fem queda defense  <vlm>|33059000
31076|cond seda liso perf  <vlm>|33059000
90955|masc violet salon opus <num>x <peso> r|33059000
39584|creme sem enxague  <vlm>  camomila gota dourada un|33059000
37455|creme capilar manga larga  <peso>   <num> <num> cx   <num> <num> fr   <num>|33059000
137126|tinta henna creme  <peso>  castanho hennfort un|33059000
51691|els kit <num> amp  trat  instant  hmc|33059000
31850|condicionador desamarelador keramax  <vlm>|33059000
27785|colora cp <num>  <vlm> r esc ac  <vlm>|33059000
15221|batman gel fixador <peso>|33059000
25470|co cliniha nutr <num>|33059000
135011|tint imedia exc lou muito cl nat<num>|33059000
92243|mascara phytogen  <peso>  argan oil kert un|33059000
10999|ampola dove trat hidratacao intensa <num>x <vlm>|33059000
32422|condicionador ox proteins reconstrucao profunda <num>x <vlm>|33059000
120252|semi color red activator  <vlm>|33059000
103294|phil smith wow brunette conditioner  <vlm>|33059000
98794|oleo para cabelo  <vlm>|33059000
71644|frc cd reidratacao <num>h  <vlm>|33059000
93288|meus cachos sh tratamentocond kit|33059000
30168|cond popdrat oleo de argan  <vlm>|33059000
48763|dove ct prot term <num>|33059000
109788|ref<num>  <num>   davines   dede conditioner  <vlm>|33059000
52478|eoc cube  <vlm>|33059000
3523|<num>   cr aluma e ext vegetais  <peso>|33059000
137587|tinta nutrisse garnier <num> cacau pitanga loreal un|33059000
103178|ph smith spr heat def|33059000
